sample_id,trial,paired_seed,condition,valid,trimmed_exact_match,exact_match_whitespace_normalized,parse_status,trace_quality_score,trace_word_count,fingerprint,record_path,errors
cc-valid-r005-s0097-1549-b-gregor-and-the-pawn-game__t5_easy_seed1__00-private-000,3,2097555788,obfuscated_prompt_slice,True,False,False,missing_or_invalid_final_json,0.1,0,805eadea54c2d356defdc26c9d973c5267f44c1d41473c3eb75502557ee86ff9,/home/cs/x/xxr230000/LLM-Attention-Fixation_submission/PromptSteering/long-code-sample-work/full_results_cached/shard_2/runs/cc-valid-r005-s0097-1549-b-gregor-and-the-pawn-game__t5_easy_seed1__00-private-000/trial_003/obfuscated_prompt_slice/record.json,
cc-valid-r005-s0097-1549-b-gregor-and-the-pawn-game__t5_easy_seed1__00-private-000,3,2097555788,original_plain,True,False,False,marker_json,0.1,0,b6ca8e30f4726747d61e7c6c6ac937e2f9a54d1174fe4dfbd9bbca434a52ff1c,/home/cs/x/xxr230000/LLM-Attention-Fixation_submission/PromptSteering/long-code-sample-work/full_results_cached/shard_2/runs/cc-valid-r005-s0097-1549-b-gregor-and-the-pawn-game__t5_easy_seed1__00-private-000/trial_003/original_plain/record.json,
cc-valid-r013-s0260-1551-d2-domino-hard-version__t5_easy_seed1__00-private-038,1,1556077064,obfuscated_codesteer,True,False,False,missing_or_invalid_final_json,0.1,0,06d6b0fd9b8ffc7d3df6ded9a5d9cb2cc5d9585849a87fbf92618ae93a16fdab,/home/cs/x/xxr230000/LLM-Attention-Fixation_submission/PromptSteering/long-code-sample-work/full_results_cached/shard_3/runs/cc-valid-r013-s0260-1551-d2-domino-hard-version__t5_easy_seed1__00-private-038/trial_001/obfuscated_codesteer/record.json,
cc-valid-r013-s0260-1551-d2-domino-hard-version__t5_easy_seed1__00-private-038,1,1556077064,obfuscated_plain,True,False,False,missing_or_invalid_final_json,0.1,0,4535d1372a0bb5476cc6ab225268a8d2ece35d90cedd596375ca8a77803489c1,/home/cs/x/xxr230000/LLM-Attention-Fixation_submission/PromptSteering/long-code-sample-work/full_results_cached/shard_3/runs/cc-valid-r013-s0260-1551-d2-domino-hard-version__t5_easy_seed1__00-private-038/trial_001/obfuscated_plain/record.json,
cc-valid-r013-s0260-1551-d2-domino-hard-version__t5_easy_seed1__00-private-038,1,1556077064,obfuscated_prompt_slice,True,False,False,missing_or_invalid_final_json,0.64166667,259,6e629ed9024e150f8cbe53c0777df080210de470b7e8fe5cf0775da8c6c0a01b,/home/cs/x/xxr230000/LLM-Attention-Fixation_submission/PromptSteering/long-code-sample-work/full_results_cached/shard_3/runs/cc-valid-r013-s0260-1551-d2-domino-hard-version__t5_easy_seed1__00-private-038/trial_001/obfuscated_prompt_slice/record.json,
cc-valid-r013-s0260-1551-d2-domino-hard-version__t5_easy_seed1__00-private-038,1,1556077064,original_plain,True,False,False,missing_or_invalid_final_json,0.1,0,2d8b26916fe8dc83e38338ef71b81e1e8677e71659faceb76b9ca4249ab8b275,/home/cs/x/xxr230000/LLM-Attention-Fixation_submission/PromptSteering/long-code-sample-work/full_results_cached/shard_3/runs/cc-valid-r013-s0260-1551-d2-domino-hard-version__t5_easy_seed1__00-private-038/trial_001/original_plain/record.json,
cc-valid-r013-s0260-1551-d2-domino-hard-version__t5_easy_seed1__00-private-038,2,144289986,obfuscated_codesteer,True,False,False,missing_or_invalid_final_json,0.1,0,c2604f4836027df118b6afafa61c41d905aadd7e941e7f384f8d1e44df9648d8,/home/cs/x/xxr230000/LLM-Attention-Fixation_submission/PromptSteering/long-code-sample-work/full_results_cached/shard_3/runs/cc-valid-r013-s0260-1551-d2-domino-hard-version__t5_easy_seed1__00-private-038/trial_002/obfuscated_codesteer/record.json,
cc-valid-r013-s0260-1551-d2-domino-hard-version__t5_easy_seed1__00-private-038,2,144289986,obfuscated_plain,True,False,False,missing_or_invalid_final_json,0.1,0,9f9687d3c9c35f6c6885cb69c46a449324fb92f928c31948d919611c862da4a8,/home/cs/x/xxr230000/LLM-Attention-Fixation_submission/PromptSteering/long-code-sample-work/full_results_cached/shard_3/runs/cc-valid-r013-s0260-1551-d2-domino-hard-version__t5_easy_seed1__00-private-038/trial_002/obfuscated_plain/record.json,
cc-valid-r013-s0260-1551-d2-domino-hard-version__t5_easy_seed1__00-private-038,2,144289986,obfuscated_prompt_slice,True,False,False,missing_or_invalid_final_json,0.1,0,ee0e875957487db5b8592861b479546327d05f174738d8f81d49eaedb3f5e1c8,/home/cs/x/xxr230000/LLM-Attention-Fixation_submission/PromptSteering/long-code-sample-work/full_results_cached/shard_3/runs/cc-valid-r013-s0260-1551-d2-domino-hard-version__t5_easy_seed1__00-private-038/trial_002/obfuscated_prompt_slice/record.json,
cc-valid-r013-s0260-1551-d2-domino-hard-version__t5_easy_seed1__00-private-038,2,144289986,original_plain,True,False,False,missing_or_invalid_final_json,0.1,0,1e4fc01516f9a89a9a4145b1d832965ef0572bd81eb3b8eb95002c266f518d89,/home/cs/x/xxr230000/LLM-Attention-Fixation_submission/PromptSteering/long-code-sample-work/full_results_cached/shard_3/runs/cc-valid-r013-s0260-1551-d2-domino-hard-version__t5_easy_seed1__00-private-038/trial_002/original_plain/record.json,
cc-valid-r013-s0260-1551-d2-domino-hard-version__t5_easy_seed1__00-private-038,3,137868059,obfuscated_codesteer,True,False,False,marker_json,0.1,0,2f91395911637745853b8b0cbb8ff6bf809788a7e602dcb115a8d7822e281f8b,/home/cs/x/xxr230000/LLM-Attention-Fixation_submission/PromptSteering/long-code-sample-work/full_results_cached/shard_3/runs/cc-valid-r013-s0260-1551-d2-domino-hard-version__t5_easy_seed1__00-private-038/trial_003/obfuscated_codesteer/record.json,
cc-valid-r013-s0260-1551-d2-domino-hard-version__t5_easy_seed1__00-private-038,3,137868059,obfuscated_plain,True,False,False,marker_json,0.1,0,5176821eef9e78341f1e188defe75603a4d38971fabfda3ee3ed2161b8781073,/home/cs/x/xxr230000/LLM-Attention-Fixation_submission/PromptSteering/long-code-sample-work/full_results_cached/shard_3/runs/cc-valid-r013-s0260-1551-d2-domino-hard-version__t5_easy_seed1__00-private-038/trial_003/obfuscated_plain/record.json,
cc-valid-r013-s0260-1551-d2-domino-hard-version__t5_easy_seed1__00-private-038,3,137868059,obfuscated_prompt_slice,True,False,False,marker_json,0.1,0,c5af48570a86e0f72897f9c1926b841f0a4f4d6f796c790cf22a0259d6339d60,/home/cs/x/xxr230000/LLM-Attention-Fixation_submission/PromptSteering/long-code-sample-work/full_results_cached/shard_3/runs/cc-valid-r013-s0260-1551-d2-domino-hard-version__t5_easy_seed1__00-private-038/trial_003/obfuscated_prompt_slice/record.json,
cc-valid-r013-s0260-1551-d2-domino-hard-version__t5_easy_seed1__00-private-038,3,137868059,original_plain,True,False,False,marker_json,0.1,0,7b2ac01acf8c79b8beaa06e92424bd2c16ed63c02edb3b3d711d71a9a77d80cf,/home/cs/x/xxr230000/LLM-Attention-Fixation_submission/PromptSteering/long-code-sample-work/full_results_cached/shard_3/runs/cc-valid-r013-s0260-1551-d2-domino-hard-version__t5_easy_seed1__00-private-038/trial_003/original_plain/record.json,
cc-valid-r026-s0005-1553-c-penalty__t5_easy_seed1__00-generated-001,1,565731367,obfuscated_codesteer,True,False,False,missing_or_invalid_final_json,0.1,0,d99a4fa91f834b449e4a9174be30f81cf1509191546e2a6e8a9e8ba8700df3a2,/home/cs/x/xxr230000/LLM-Attention-Fixation_submission/PromptSteering/long-code-sample-work/full_results_cached/shard_1/runs/cc-valid-r026-s0005-1553-c-penalty__t5_easy_seed1__00-generated-001/trial_001/obfuscated_codesteer/record.json,
cc-valid-r026-s0005-1553-c-penalty__t5_easy_seed1__00-generated-001,1,565731367,obfuscated_plain,True,False,False,missing_or_invalid_final_json,0.1,0,9723a7c1d9256f7284c2a0b0a3a941f0ec3b57cd970b69a3e5dbf55207f275ad,/home/cs/x/xxr230000/LLM-Attention-Fixation_submission/PromptSteering/long-code-sample-work/full_results_cached/shard_1/runs/cc-valid-r026-s0005-1553-c-penalty__t5_easy_seed1__00-generated-001/trial_001/obfuscated_plain/record.json,
cc-valid-r026-s0005-1553-c-penalty__t5_easy_seed1__00-generated-001,1,565731367,obfuscated_prompt_slice,True,False,False,missing_or_invalid_final_json,0.1,0,7c0daf9c6c977e16fbc78eecdccd6c33653e3d5b9d7c6b7064465e3ab607d24b,/home/cs/x/xxr230000/LLM-Attention-Fixation_submission/PromptSteering/long-code-sample-work/full_results_cached/shard_1/runs/cc-valid-r026-s0005-1553-c-penalty__t5_easy_seed1__00-generated-001/trial_001/obfuscated_prompt_slice/record.json,
cc-valid-r026-s0005-1553-c-penalty__t5_easy_seed1__00-generated-001,1,565731367,original_plain,True,False,False,missing_or_invalid_final_json,0.1,0,3d55ad3c2000410ea7caf819f363269536fde7c0c93c8172abe9ccb7dba475e1,/home/cs/x/xxr230000/LLM-Attention-Fixation_submission/PromptSteering/long-code-sample-work/full_results_cached/shard_1/runs/cc-valid-r026-s0005-1553-c-penalty__t5_easy_seed1__00-generated-001/trial_001/original_plain/record.json,
cc-valid-r026-s0005-1553-c-penalty__t5_easy_seed1__00-generated-001,2,371422333,obfuscated_codesteer,True,False,False,missing_or_invalid_final_json,0.1,0,b58c8223b310c79b91a694a21656002ae3bdbe3d7663498f26c7836dabbc8437,/home/cs/x/xxr230000/LLM-Attention-Fixation_submission/PromptSteering/long-code-sample-work/full_results_cached/shard_1/runs/cc-valid-r026-s0005-1553-c-penalty__t5_easy_seed1__00-generated-001/trial_002/obfuscated_codesteer/record.json,
cc-valid-r026-s0005-1553-c-penalty__t5_easy_seed1__00-generated-001,2,371422333,obfuscated_plain,True,False,False,missing_or_invalid_final_json,0.1,0,c78cdc0b037d5cd103860c4e7b57cc06c995fe4d49c36e9af7ba84b369b84383,/home/cs/x/xxr230000/LLM-Attention-Fixation_submission/PromptSteering/long-code-sample-work/full_results_cached/shard_1/runs/cc-valid-r026-s0005-1553-c-penalty__t5_easy_seed1__00-generated-001/trial_002/obfuscated_plain/record.json,
cc-valid-r026-s0005-1553-c-penalty__t5_easy_seed1__00-generated-001,2,371422333,obfuscated_prompt_slice,True,False,False,missing_or_invalid_final_json,0.1,0,dadf8561e5eeabfeb8da597275799a99bbedd9f6579d287a4e4660c198f1864b,/home/cs/x/xxr230000/LLM-Attention-Fixation_submission/PromptSteering/long-code-sample-work/full_results_cached/shard_1/runs/cc-valid-r026-s0005-1553-c-penalty__t5_easy_seed1__00-generated-001/trial_002/obfuscated_prompt_slice/record.json,
cc-valid-r026-s0005-1553-c-penalty__t5_easy_seed1__00-generated-001,2,371422333,original_plain,True,False,False,missing_or_invalid_final_json,0.1,0,d66136d94743bbc89ce293452590e09c026c874ff165458dcb644f715579269d,/home/cs/x/xxr230000/LLM-Attention-Fixation_submission/PromptSteering/long-code-sample-work/full_results_cached/shard_1/runs/cc-valid-r026-s0005-1553-c-penalty__t5_easy_seed1__00-generated-001/trial_002/original_plain/record.json,
cc-valid-r026-s0005-1553-c-penalty__t5_easy_seed1__00-generated-001,3,265745065,obfuscated_codesteer,True,False,False,missing_or_invalid_final_json,0.975,251,bedeb783b9feb830d882499ef3e57db0b36e3cc06123867aef31d73c4cf4d21e,/home/cs/x/xxr230000/LLM-Attention-Fixation_submission/PromptSteering/long-code-sample-work/full_results_cached/shard_1/runs/cc-valid-r026-s0005-1553-c-penalty__t5_easy_seed1__00-generated-001/trial_003/obfuscated_codesteer/record.json,
cc-valid-r026-s0005-1553-c-penalty__t5_easy_seed1__00-generated-001,3,265745065,obfuscated_plain,True,False,False,missing_or_invalid_final_json,0.875,232,06a55d74d553d8001d12ab923ae1a48cc354af6a2766997b6cdb8931435af7e6,/home/cs/x/xxr230000/LLM-Attention-Fixation_submission/PromptSteering/long-code-sample-work/full_results_cached/shard_1/runs/cc-valid-r026-s0005-1553-c-penalty__t5_easy_seed1__00-generated-001/trial_003/obfuscated_plain/record.json,
cc-valid-r026-s0005-1553-c-penalty__t5_easy_seed1__00-generated-001,3,265745065,obfuscated_prompt_slice,True,False,False,missing_or_invalid_final_json,0.85195513,311,d064092f4ef8be5591b887368ae02066661866fdd1e9ecea46d99bf1eedbb68e,/home/cs/x/xxr230000/LLM-Attention-Fixation_submission/PromptSteering/long-code-sample-work/full_results_cached/shard_1/runs/cc-valid-r026-s0005-1553-c-penalty__t5_easy_seed1__00-generated-001/trial_003/obfuscated_prompt_slice/record.json,
cc-valid-r026-s0005-1553-c-penalty__t5_easy_seed1__00-generated-001,3,265745065,original_plain,True,False,False,missing_or_invalid_final_json,0.93903846,298,28f9ef1ec8447b304f85ea542d22108c3ac9ce04027be827820798181ee36def,/home/cs/x/xxr230000/LLM-Attention-Fixation_submission/PromptSteering/long-code-sample-work/full_results_cached/shard_1/runs/cc-valid-r026-s0005-1553-c-penalty__t5_easy_seed1__00-generated-001/trial_003/original_plain/record.json,
cc-valid-r027-s0184-1553-d-backspace__t5_easy_seed1__00-private-005,1,2027638317,obfuscated_codesteer,True,False,False,missing_or_invalid_final_json,0.1,0,6df4e560d4b975330536499e17d80d4284151265a141c1b21092c8972e44da72,/home/cs/x/xxr230000/LLM-Attention-Fixation_submission/PromptSteering/long-code-sample-work/full_results_cached/shard_2/runs/cc-valid-r027-s0184-1553-d-backspace__t5_easy_seed1__00-private-005/trial_001/obfuscated_codesteer/record.json,
cc-valid-r027-s0184-1553-d-backspace__t5_easy_seed1__00-private-005,1,2027638317,obfuscated_plain,True,False,False,missing_or_invalid_final_json,0.1,0,8aa5e7957bf9aa363b89838b51dedebd12a9ceb75b280c83128799af88117f0e,/home/cs/x/xxr230000/LLM-Attention-Fixation_submission/PromptSteering/long-code-sample-work/full_results_cached/shard_2/runs/cc-valid-r027-s0184-1553-d-backspace__t5_easy_seed1__00-private-005/trial_001/obfuscated_plain/record.json,
cc-valid-r027-s0184-1553-d-backspace__t5_easy_seed1__00-private-005,1,2027638317,obfuscated_prompt_slice,True,False,False,missing_or_invalid_final_json,0.1,0,b2a9eedaefa3a76921229da56f4a526aed16111c5e52513f2636a9d1f8fccac2,/home/cs/x/xxr230000/LLM-Attention-Fixation_submission/PromptSteering/long-code-sample-work/full_results_cached/shard_2/runs/cc-valid-r027-s0184-1553-d-backspace__t5_easy_seed1__00-private-005/trial_001/obfuscated_prompt_slice/record.json,
cc-valid-r027-s0184-1553-d-backspace__t5_easy_seed1__00-private-005,1,2027638317,original_plain,True,False,False,missing_or_invalid_final_json,0.1,0,bb1e1f1cce7a923bec073b65adabc78b5ee56f4cf431a80d62421489c365ec23,/home/cs/x/xxr230000/LLM-Attention-Fixation_submission/PromptSteering/long-code-sample-work/full_results_cached/shard_2/runs/cc-valid-r027-s0184-1553-d-backspace__t5_easy_seed1__00-private-005/trial_001/original_plain/record.json,
cc-valid-r027-s0184-1553-d-backspace__t5_easy_seed1__00-private-005,2,1511308967,obfuscated_codesteer,True,False,False,missing_or_invalid_final_json,0.85,157,1ff5f42fd2a31aa97886984fed04edb91eb39b977dac428074927396a0318ee1,/home/cs/x/xxr230000/LLM-Attention-Fixation_submission/PromptSteering/long-code-sample-work/full_results_cached/shard_2/runs/cc-valid-r027-s0184-1553-d-backspace__t5_easy_seed1__00-private-005/trial_002/obfuscated_codesteer/record.json,
cc-valid-r027-s0184-1553-d-backspace__t5_easy_seed1__00-private-005,2,1511308967,obfuscated_plain,True,False,False,missing_or_invalid_final_json,0.98269231,320,ae7f1c768dea03b4197443f2c720bf24171960d7f56d9ff3927949cb697e23ed,/home/cs/x/xxr230000/LLM-Attention-Fixation_submission/PromptSteering/long-code-sample-work/full_results_cached/shard_2/runs/cc-valid-r027-s0184-1553-d-backspace__t5_easy_seed1__00-private-005/trial_002/obfuscated_plain/record.json,
cc-valid-r027-s0184-1553-d-backspace__t5_easy_seed1__00-private-005,2,1511308967,obfuscated_prompt_slice,True,False,False,marker_json,0.9,223,272bebe5046bb6e4c70006acc6314326e5fb1945549394086453f84350b59c8f,/home/cs/x/xxr230000/LLM-Attention-Fixation_submission/PromptSteering/long-code-sample-work/full_results_cached/shard_2/runs/cc-valid-r027-s0184-1553-d-backspace__t5_easy_seed1__00-private-005/trial_002/obfuscated_prompt_slice/record.json,
cc-valid-r027-s0184-1553-d-backspace__t5_easy_seed1__00-private-005,2,1511308967,original_plain,True,False,False,marker_json,0.9,184,199f776e841dbc8d27c71ce8a9cf57d978d4a6d25b4d1bc3a28a14c25ab411ec,/home/cs/x/xxr230000/LLM-Attention-Fixation_submission/PromptSteering/long-code-sample-work/full_results_cached/shard_2/runs/cc-valid-r027-s0184-1553-d-backspace__t5_easy_seed1__00-private-005/trial_002/original_plain/record.json,
cc-valid-r027-s0184-1553-d-backspace__t5_easy_seed1__00-private-005,3,1816569905,obfuscated_codesteer,True,False,False,missing_or_invalid_final_json,0.1,0,59850b176a271a13a65074c759b7d5a9d8618fe756aacffae3db36c12604f96a,/home/cs/x/xxr230000/LLM-Attention-Fixation_submission/PromptSteering/long-code-sample-work/full_results_cached/shard_2/runs/cc-valid-r027-s0184-1553-d-backspace__t5_easy_seed1__00-private-005/trial_003/obfuscated_codesteer/record.json,
cc-valid-r027-s0184-1553-d-backspace__t5_easy_seed1__00-private-005,3,1816569905,obfuscated_plain,True,False,False,missing_or_invalid_final_json,0.1,0,b8c7f333ef1d798681ab4986f0b8f15a0fc274d66a4586b550f4cf19afc2067b,/home/cs/x/xxr230000/LLM-Attention-Fixation_submission/PromptSteering/long-code-sample-work/full_results_cached/shard_2/runs/cc-valid-r027-s0184-1553-d-backspace__t5_easy_seed1__00-private-005/trial_003/obfuscated_plain/record.json,
cc-valid-r027-s0184-1553-d-backspace__t5_easy_seed1__00-private-005,3,1816569905,obfuscated_prompt_slice,True,False,False,missing_or_invalid_final_json,0.1,0,7b3e6b60d4f52ce18e4b564d8d49e32ba0e6f55a180289ed6a4fcd90c78c6fe8,/home/cs/x/xxr230000/LLM-Attention-Fixation_submission/PromptSteering/long-code-sample-work/full_results_cached/shard_2/runs/cc-valid-r027-s0184-1553-d-backspace__t5_easy_seed1__00-private-005/trial_003/obfuscated_prompt_slice/record.json,
cc-valid-r027-s0184-1553-d-backspace__t5_easy_seed1__00-private-005,3,1816569905,original_plain,True,False,False,missing_or_invalid_final_json,0.85,225,cfc79801e52d36ebda3d94c1f68840d1f280d7b0c2b7e6b952e0ed45f541e9ae,/home/cs/x/xxr230000/LLM-Attention-Fixation_submission/PromptSteering/long-code-sample-work/full_results_cached/shard_2/runs/cc-valid-r027-s0184-1553-d-backspace__t5_easy_seed1__00-private-005/trial_003/original_plain/record.json,
cc-valid-r035-s0234-1554-c-mikasa__t5_easy_seed1__00-generated-110,1,765749851,obfuscated_codesteer,True,False,False,missing_or_invalid_final_json,0.1,0,c89daaf3055592b5ed6fe5052b9f210b1d31d07ae0ecd0598491777cf27b43cf,/home/cs/x/xxr230000/LLM-Attention-Fixation_submission/PromptSteering/long-code-sample-work/full_results_cached/shard_3/runs/cc-valid-r035-s0234-1554-c-mikasa__t5_easy_seed1__00-generated-110/trial_001/obfuscated_codesteer/record.json,
cc-valid-r035-s0234-1554-c-mikasa__t5_easy_seed1__00-generated-110,1,765749851,obfuscated_plain,True,False,False,missing_or_invalid_final_json,0.1,0,73de9565c616a9573bba7b34a9313cdd21ab631baad4b17ebbeb14a63c954a35,/home/cs/x/xxr230000/LLM-Attention-Fixation_submission/PromptSteering/long-code-sample-work/full_results_cached/shard_3/runs/cc-valid-r035-s0234-1554-c-mikasa__t5_easy_seed1__00-generated-110/trial_001/obfuscated_plain/record.json,
cc-valid-r035-s0234-1554-c-mikasa__t5_easy_seed1__00-generated-110,1,765749851,obfuscated_prompt_slice,True,False,False,missing_or_invalid_final_json,0.1,0,d496325a51443838c92424a5d6c18d5d563e5af0682b828f7fe8062220c05757,/home/cs/x/xxr230000/LLM-Attention-Fixation_submission/PromptSteering/long-code-sample-work/full_results_cached/shard_3/runs/cc-valid-r035-s0234-1554-c-mikasa__t5_easy_seed1__00-generated-110/trial_001/obfuscated_prompt_slice/record.json,
cc-valid-r035-s0234-1554-c-mikasa__t5_easy_seed1__00-generated-110,1,765749851,original_plain,True,False,False,missing_or_invalid_final_json,0.1,0,fb9dad0c752f64bfffdf8a3cd857d472d49ecfbde09b91b7620c9288d06d0f83,/home/cs/x/xxr230000/LLM-Attention-Fixation_submission/PromptSteering/long-code-sample-work/full_results_cached/shard_3/runs/cc-valid-r035-s0234-1554-c-mikasa__t5_easy_seed1__00-generated-110/trial_001/original_plain/record.json,
cc-valid-r035-s0234-1554-c-mikasa__t5_easy_seed1__00-generated-110,2,1555691787,obfuscated_codesteer,True,False,False,missing_or_invalid_final_json,0.1,0,c3df8be39d3b78c7d89d91e3b7cb6f350a4b0d37bd6e25a2e08d29df02604498,/home/cs/x/xxr230000/LLM-Attention-Fixation_submission/PromptSteering/long-code-sample-work/full_results_cached/shard_3/runs/cc-valid-r035-s0234-1554-c-mikasa__t5_easy_seed1__00-generated-110/trial_002/obfuscated_codesteer/record.json,
cc-valid-r035-s0234-1554-c-mikasa__t5_easy_seed1__00-generated-110,2,1555691787,obfuscated_plain,True,False,False,missing_or_invalid_final_json,0.1,0,be97738128d2f8fa9112b2e6776792c3c7dc62c8ffd9fd7522cd26e511d3ed48,/home/cs/x/xxr230000/LLM-Attention-Fixation_submission/PromptSteering/long-code-sample-work/full_results_cached/shard_3/runs/cc-valid-r035-s0234-1554-c-mikasa__t5_easy_seed1__00-generated-110/trial_002/obfuscated_plain/record.json,
cc-valid-r035-s0234-1554-c-mikasa__t5_easy_seed1__00-generated-110,2,1555691787,obfuscated_prompt_slice,True,False,False,missing_or_invalid_final_json,0.1,0,7f19828b4f5e1cad776b0e2e0b22d6de6163cbd31c7cda3758a0540d8dab9e4f,/home/cs/x/xxr230000/LLM-Attention-Fixation_submission/PromptSteering/long-code-sample-work/full_results_cached/shard_3/runs/cc-valid-r035-s0234-1554-c-mikasa__t5_easy_seed1__00-generated-110/trial_002/obfuscated_prompt_slice/record.json,
cc-valid-r035-s0234-1554-c-mikasa__t5_easy_seed1__00-generated-110,2,1555691787,original_plain,True,False,False,missing_or_invalid_final_json,0.1,0,e5d73b39520e32e62c68cbbae0c4d9ed52fae9df3917bb0a4d5f471f0866e11f,/home/cs/x/xxr230000/LLM-Attention-Fixation_submission/PromptSteering/long-code-sample-work/full_results_cached/shard_3/runs/cc-valid-r035-s0234-1554-c-mikasa__t5_easy_seed1__00-generated-110/trial_002/original_plain/record.json,
