sample_id,problem_key,canonical_problem_identity,preflight_rejected,complete_and_valid,strict_eligible,unique_problem_selected,expected_trial_count,valid_run_count,original_plain_exact_count,obfuscated_plain_exact_count,obfuscated_prompt_slice_exact_count,obfuscated_codesteer_exact_count,best_codesteer_trial,best_trace_quality_score,validation_errors,preflight_rejection_reasons
cc-valid-r040-s0219-1555-c-coin-rows__t5_easy_seed1__supp-generated-044,codeforces-1555-C,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000040,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r040-s0219-1555-c-coin-rows__t5_easy_seed1__supp-generated-182,codeforces-1555-C,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000040,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r040-s0219-1555-c-coin-rows__t5_easy_seed1__supp-generated-183,codeforces-1555-C,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000040,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r045-s0246-1556-b-take-your-places__t5_easy_seed1__00-private-001,codeforces-1556-B,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000045,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r045-s0246-1556-b-take-your-places__t5_easy_seed1__balanced-generated-000098,codeforces-1556-B,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000045,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r045-s0246-1556-b-take-your-places__t5_easy_seed1__balanced-generated-000099,codeforces-1556-B,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000045,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r045-s0246-1556-b-take-your-places__t5_easy_seed1__balanced-generated-000141,codeforces-1556-B,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000045,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r045-s0246-1556-b-take-your-places__t5_easy_seed1__balanced-generated-000145,codeforces-1556-B,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000045,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r045-s0246-1556-b-take-your-places__t5_easy_seed1__supp-generated-017,codeforces-1556-B,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000045,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r045-s0246-1556-b-take-your-places__t5_easy_seed1__supp-generated-094,codeforces-1556-B,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000045,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r045-s0246-1556-b-take-your-places__t5_easy_seed1__supp-private-000,codeforces-1556-B,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000045,False,True,False,False,3,12,1,2,1,1,2,0.73961538,,
cc-valid-r045-s0246-1556-b-take-your-places__t5_easy_seed1__supp-private-002,codeforces-1556-B,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000045,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r054-s0229-1557-c-moamen-and-xor__t5_easy_seed1__00-private-017,codeforces-1557-C,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000054,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r054-s0229-1557-c-moamen-and-xor__t5_easy_seed1__balanced-private-000011,codeforces-1557-C,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000054,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r054-s0229-1557-c-moamen-and-xor__t5_easy_seed1__balanced-private-000026,codeforces-1557-C,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000054,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r054-s0229-1557-c-moamen-and-xor__t5_easy_seed1__balanced-private-000045,codeforces-1557-C,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000054,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r054-s0229-1557-c-moamen-and-xor__t5_easy_seed1__balanced-private-000053,codeforces-1557-C,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000054,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r054-s0229-1557-c-moamen-and-xor__t5_easy_seed1__supp-generated-056,codeforces-1557-C,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000054,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r054-s0229-1557-c-moamen-and-xor__t5_easy_seed1__supp-generated-113,codeforces-1557-C,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000054,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r054-s0229-1557-c-moamen-and-xor__t5_easy_seed1__supp-generated-170,codeforces-1557-C,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000054,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r054-s0229-1557-c-moamen-and-xor__t5_easy_seed1__supp-private-035,codeforces-1557-C,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000054,False,True,False,False,3,12,1,0,1,1,1,0.79166667,,
cc-valid-r065-s0055-1559-e-mocha-and-stars__t5_easy_seed1__00-private-006,codeforces-1559-E,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000065,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r065-s0055-1559-e-mocha-and-stars__t5_easy_seed1__balanced-private-000009,codeforces-1559-E,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000065,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r065-s0055-1559-e-mocha-and-stars__t5_easy_seed1__balanced-private-000010,codeforces-1559-E,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000065,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r065-s0055-1559-e-mocha-and-stars__t5_easy_seed1__balanced-private-000011,codeforces-1559-E,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000065,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r065-s0055-1559-e-mocha-and-stars__t5_easy_seed1__balanced-private-000012,codeforces-1559-E,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000065,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r065-s0055-1559-e-mocha-and-stars__t5_easy_seed1__supp-private-002,codeforces-1559-E,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000065,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r065-s0055-1559-e-mocha-and-stars__t5_easy_seed1__supp-private-004,codeforces-1559-E,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000065,False,True,False,False,3,12,1,0,1,0,,,,
cc-valid-r065-s0055-1559-e-mocha-and-stars__t5_easy_seed1__supp-private-007,codeforces-1559-E,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000065,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r065-s0055-1559-e-mocha-and-stars__t5_easy_seed1__supp-private-013,codeforces-1559-E,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000065,False,True,False,False,3,12,1,0,0,0,,,,
cc-valid-r069-s0054-1560-d-make-a-power-of-two__t5_easy_seed1__00-generated-028,codeforces-1560-D,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000069,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r069-s0054-1560-d-make-a-power-of-two__t5_easy_seed1__supp-generated-000,codeforces-1560-D,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000069,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r069-s0054-1560-d-make-a-power-of-two__t5_easy_seed1__supp-private-001,codeforces-1560-D,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000069,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r069-s0054-1560-d-make-a-power-of-two__t5_easy_seed1__supp-private-002,codeforces-1560-D,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000069,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r069-s0054-1560-d-make-a-power-of-two__t5_easy_seed1__supp-private-003,codeforces-1560-D,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000069,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r069-s0346-1560-d-make-a-power-of-two__t5_easy_seed1__00-generated-028,codeforces-1560-D,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000069,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r069-s0346-1560-d-make-a-power-of-two__t5_easy_seed1__balanced-generated-000095,codeforces-1560-D,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000069,False,True,True,True,3,12,0,0,0,1,1,0.79653846,,
cc-valid-r069-s0346-1560-d-make-a-power-of-two__t5_easy_seed1__balanced-generated-000108,codeforces-1560-D,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000069,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r069-s0346-1560-d-make-a-power-of-two__t5_easy_seed1__balanced-generated-000109,codeforces-1560-D,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000069,False,True,False,False,3,12,1,0,0,0,,,,
cc-valid-r069-s0346-1560-d-make-a-power-of-two__t5_easy_seed1__balanced-generated-000110,codeforces-1560-D,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000069,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r069-s0346-1560-d-make-a-power-of-two__t5_easy_seed1__supp-generated-000,codeforces-1560-D,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000069,False,True,False,False,3,12,0,1,0,0,,,,
cc-valid-r069-s0346-1560-d-make-a-power-of-two__t5_easy_seed1__supp-private-001,codeforces-1560-D,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000069,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r069-s0346-1560-d-make-a-power-of-two__t5_easy_seed1__supp-private-002,codeforces-1560-D,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000069,False,True,True,False,3,12,0,0,0,1,2,0.575,,
cc-valid-r069-s0346-1560-d-make-a-power-of-two__t5_easy_seed1__supp-private-003,codeforces-1560-D,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000069,False,True,False,False,3,12,0,1,0,1,1,0.83217949,,
cc-valid-r070-s0285-1560-e-polycarp-and-string-transformation__t5_easy_seed1__00-generated-003,codeforces-1560-E,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000070,False,True,True,True,3,12,0,0,0,1,3,0.49166667,,
cc-valid-r070-s0285-1560-e-polycarp-and-string-transformation__t5_easy_seed1__balanced-generated-000019,codeforces-1560-E,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000070,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r070-s0285-1560-e-polycarp-and-string-transformation__t5_easy_seed1__balanced-generated-000020,codeforces-1560-E,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000070,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r070-s0285-1560-e-polycarp-and-string-transformation__t5_easy_seed1__balanced-generated-000021,codeforces-1560-E,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000070,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r070-s0285-1560-e-polycarp-and-string-transformation__t5_easy_seed1__balanced-generated-000022,codeforces-1560-E,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000070,False,True,False,False,3,12,0,1,0,1,3,0.1,,
cc-valid-r079-s0140-1562-b-scenes-from-a-memory__t5_easy_seed1__00-generated-009,codeforces-1562-B,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000079,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r079-s0140-1562-b-scenes-from-a-memory__t5_easy_seed1__balanced-generated-000064,codeforces-1562-B,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000079,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r079-s0140-1562-b-scenes-from-a-memory__t5_easy_seed1__balanced-generated-000065,codeforces-1562-B,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000079,False,True,False,False,3,12,1,0,0,0,,,,
cc-valid-r079-s0140-1562-b-scenes-from-a-memory__t5_easy_seed1__balanced-generated-000070,codeforces-1562-B,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000079,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r079-s0140-1562-b-scenes-from-a-memory__t5_easy_seed1__balanced-generated-000075,codeforces-1562-B,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000079,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r079-s0140-1562-b-scenes-from-a-memory__t5_easy_seed1__supp-generated-053,codeforces-1562-B,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000079,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r079-s0140-1562-b-scenes-from-a-memory__t5_easy_seed1__supp-generated-060,codeforces-1562-B,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000079,False,True,False,False,3,12,1,0,0,1,3,0.84166667,,
cc-valid-r079-s0140-1562-b-scenes-from-a-memory__t5_easy_seed1__supp-generated-063,codeforces-1562-B,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000079,False,True,False,False,3,12,0,1,0,0,,,,
cc-valid-r079-s0140-1562-b-scenes-from-a-memory__t5_easy_seed1__supp-private-000,codeforces-1562-B,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000079,False,True,False,False,3,12,0,0,1,0,,,,
cc-valid-r079-s0377-1562-b-scenes-from-a-memory__t5_easy_seed1__00-generated-009,codeforces-1562-B,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000079,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r079-s0377-1562-b-scenes-from-a-memory__t5_easy_seed1__supp-generated-053,codeforces-1562-B,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000079,False,True,False,False,3,12,2,1,1,0,,,,
cc-valid-r079-s0377-1562-b-scenes-from-a-memory__t5_easy_seed1__supp-generated-060,codeforces-1562-B,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000079,False,True,True,True,3,12,0,0,0,1,1,0.61259615,,
cc-valid-r079-s0377-1562-b-scenes-from-a-memory__t5_easy_seed1__supp-generated-063,codeforces-1562-B,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000079,False,True,False,False,3,12,0,1,0,0,,,,
cc-valid-r079-s0377-1562-b-scenes-from-a-memory__t5_easy_seed1__supp-private-000,codeforces-1562-B,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000079,False,True,False,False,3,12,0,1,0,0,,,,
cc-valid-r086-s0131-1566-c-max-mex-cut__t5_easy_seed1__00-generated-022,codeforces-1566-C,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000086,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r086-s0131-1566-c-max-mex-cut__t5_easy_seed1__balanced-generated-000026,codeforces-1566-C,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000086,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r086-s0131-1566-c-max-mex-cut__t5_easy_seed1__balanced-generated-000028,codeforces-1566-C,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000086,False,True,False,False,3,12,0,0,0,0,,,,
cc-valid-r086-s0131-1566-c-max-mex-cut__t5_easy_seed1__balanced-generated-000033,codeforces-1566-C,deepmind/code_contests@802411c3010cb00d1b05bad57ca77365a3c699d6:valid:row-000086,False,True,False,False,3,12,0,0,0,0,,,,
